Site,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,BHG1,BHG2,BHG3,BHG4,BHG5,BHG6,BHG7,BHG8,BHG9,BHG10,Rat1,Rat2,Rat3,Rat4,Rat5,Rat6,Rat7,Rat8,Rat9,Rat10,Height1,Height2,Height3,Height4,Height5,Height6,Height7,Height8,Height9,Height10,Orientation1,Orientation2,Orientation3,Orientation4,Orientation5,Orientation6,Orientation7,Orientation8,Orientation9,Orientation10,YCASC,CHM.S,DistRoad.S,Slope.S
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,A,C,C,C,B,A,A,B,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,0,1.003759138,0.243675969,-0.702567002
163,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,A,A,B,A,A,A,A,B,A,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,0,1.04809544,-0.889032744,-0.127197202
164,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,A,A,B,C,A,A,A,C,B,B,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,0,-0.270029747,-0.889032744,-0.55045661
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,A,C,A,A,B,C,A,C,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.972427866,-0.889032744,-1.026106504
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,A,C,A,A,C,B,C,A,A,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Vertical,Vertical,Horizontal,Horizontal,0,-0.753722557,-0.889032744,-0.648661349
167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,C,C,B,B,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.497964062,-0.686407595,1.173382096
168,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,NA,0,0,A,A,A,A,A,A,A,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,Horizontal,0,0.097153896,-0.568654264,0.201563797
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,A,A,B,C,A,A,C,B,B,B,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.837937676,0.833281166,-1.017307568
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,A,A,A,C,A,C,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,0,0.418151903,-0.889032744,-0.710344401
171,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,B,A,A,A,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.463408328,-0.787720199,-0.641110197
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,A,A,A,A,A,B,A,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.155448294,-0.889032744,-0.794247612
173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,B,A,B,A,A,B,A,B,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.144520412,-0.585095021,0.686184026
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,C,B,C,A,B,A,B,B,A,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-1.13282009,1.785695744,-0.626331494
175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,A,A,B,B,B,A,A,C,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.468235622,1.667980588,1.914264314
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,A,A,A,A,A,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.244127099,-0.471310428,1.332508875
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C,A,B,C,C,A,C,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.837937676,0.833281166,-1.017307568
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,A,A,B,A,A,A,A,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.452157853,-0.662490943,-0.982051491
179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,A,A,B,A,A,A,B,B,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.555469493,-0.382470017,-0.706162266
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A,A,B,A,A,C,C,A,A,A,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Vertical,Horizontal,0,1.954598447,-0.382470017,-0.955333824
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,A,A,C,B,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,0,1.60267976,-0.07222487,-0.834060158
182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,C,A,A,B,B,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.038910727,0.934592724,1.266074645
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,B,B,C,A,A,B,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,0,0.236478709,-0.382470017,0.820094593
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,A,A,A,C,A,A,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.668000027,-0.787720199,-0.823879061
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,A,A,B,A,A,A,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.270226389,-0.686407595,-0.153969717
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C,A,B,A,A,C,A,A,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.297434648,-0.602477522,0.375225207
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,A,A,A,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,1,1.880068475,0.225405284,-0.823090626
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,C,A,A,B,A,A,C,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,1.06704316,-0.483782591,1.080401597
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,C,A,C,A,A,C,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.269137399,-0.585095021,0.657142189
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,A,B,B,B,A,B,B,B,C,A,Horizontal,Vertical,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.203881984,-0.787720199,-0.74956185
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,A,A,B,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.570121648,0.906230075,0.278638474
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,B,A,B,A,A,B,B,A,A,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,0,1.316373801,-0.585095021,0.448254869
193,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,A,A,B,B,A,A,B,B,C,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,0,0.215690742,-0.483782591,1.653299138
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,B,A,A,A,A,A,C,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.334112345,-0.787720199,0.661571138
195,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,0,A,A,B,A,B,A,C,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.105716208,-0.686407595,-0.349593502
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,B,B,C,B,C,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.964125688,-0.889032744,0.718626418
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,A,A,A,C,A,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,0,1.959426253,-0.787720199,-0.437794028
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A,B,A,A,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.164941465,-0.523745187,0.889257495
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,C,A,C,A,A,B,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.180748271,-0.889032744,-0.434534705
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,A,C,C,C,A,B,A,B,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,1.173970552,-0.281157443,-0.717573323
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,C,A,B,A,A,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.159222447,0.12409271,-0.228083992
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,C,C,B,A,C,C,A,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.097480539,-0.889032744,-0.868823978
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,B,A,B,A,B,A,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.11416999,-0.787720199,-0.661322932
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,A,C,B,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.211903488,-0.602477522,-0.741466335
205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,B,A,A,A,A,A,C,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.208745534,-0.459199983,-0.599113342
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,C,A,A,B,A,A,A,A,A,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,2.185776536,-0.745755162,-1.060257401
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,A,A,A,B,C,A,C,Horizontal,Horizontal,NA,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.180911234,-0.745755162,-1.023631504
208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,C,A,A,B,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.732224005,-0.382470017,-1.101068038
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,A,A,B,A,C,C,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.357824779,-0.787720199,-0.876343592
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,A,A,C,A,A,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,0,0.847338211,-0.078532294,-0.015841366
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,A,B,A,A,A,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.524829385,-0.281157443,-0.90523734
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,A,A,A,A,A,A,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.290428602,0.428030433,-1.144577866
213,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,1,1,0,NA,0,A,A,A,C,C,C,B,A,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.6759068,-0.281157443,-1.188303519
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,A,B,A,A,C,B,B,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.231719059,0.12409271,-1.173479841
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,A,A,A,A,C,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.008867517,-0.686407595,-1.140951475
216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,A,A,B,B,A,C,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.177347754,-0.745755162,-1.054649228
217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,A,A,A,A,C,B,B,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.092545338,-0.662490943,-0.770118754
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B,C,B,A,A,A,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.744245819,-0.523745187,-0.85647914
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,B,A,B,A,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.74754803,-0.523745187,-0.786161695
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,C,A,A,A,A,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.1462794,-0.745755162,-0.771132064
221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,C,B,A,A,A,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.476040141,-0.787720199,-0.719816592
222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,C,C,C,B,A,A,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,-0.491800997,-0.662490943,-0.742443995
223,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,A,B,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,Horizontal,Horizontal,Horizontal,1,-0.896308695,-0.662490943,-0.685202232
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,B,C,A,C,B,C,A,C,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.799281146,-0.745755162,-0.593400958
225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,C,B,C,C,A,C,C,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.994689166,-0.686407595,-0.796691075
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,C,B,A,C,B,C,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.508870985,-0.662490943,-0.765517035
227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,C,A,A,B,B,A,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.42016203,-0.787720199,-0.620255745
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,C,C,B,B,A,B,C,C,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.62223015,-0.787720199,-0.81324547
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,A,C,B,C,A,C,C,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.265923272,-0.787720199,-0.538095318
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,B,C,B,A,C,A,C,C,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.297578128,-0.787720199,-0.800404262
231,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,A,C,C,C,C,C,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.882645435,-0.889032744,-0.605936391
232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,A,A,B,C,A,A,A,C,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.200252609,-0.787720199,-0.713598238
233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,B,C,B,C,C,A,C,C,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.37607791,-0.889032744,-0.197725811
