Site,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,BHG1,BHG2,BHG3,BHG4,BHG5,BHG6,BHG7,BHG8,BHG9,BHG10,Rat1,Rat2,Rat3,Rat4,Rat5,Rat6,Rat7,Rat8,Rat9,Rat10,Height1,Height2,Height3,Height4,Height5,Height6,Height7,Height8,Height9,Height10,Orientation1,Orientation2,Orientation3,Orientation4,Orientation5,Orientation6,Orientation7,Orientation8,Orientation9,Orientation10,YCASC,CHM.S,DistRoad.S,Slope.S
234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,A,C,A,A,A,B,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.462997736,-0.745755162,-0.972225532
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,C,C,A,C,A,C,A,C,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-1.112259315,-0.686407595,-0.580707838
236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,B,C,B,C,A,A,C,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.031549751,-0.889032744,-0.382400631
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,C,A,A,B,A,B,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.854501028,-0.787720199,0.816831157
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,A,B,C,A,C,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.320119034,-0.787720199,0.825935869
239,0,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,B,A,A,A,A,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.075857655,-0.889032744,0.015284683
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,C,A,NA,B,A,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.516630689,-0.889032744,-0.671015885
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,A,C,C,C,B,C,C,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.415840859,-0.662490943,-0.682834185
242,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,1,0,1,1,0,NA,1,1,1,0,0,C,A,B,A,C,A,A,B,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-1.112259315,-0.686407595,-0.580707838
243,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,0,A,B,A,A,C,C,C,B,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.451923829,-0.889032744,1.422047683
244,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,A,B,A,A,C,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.228837152,-0.787720199,-0.039885209
245,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,A,A,A,C,A,C,B,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.931205728,-0.889032744,1.950463771
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.864255469,-0.179844868,2.65935609
247,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.154053854,0.022780135,2.660247365
248,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.13322045,-0.179844868,-0.427802155
249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.255261894,-0.07222487,-0.51098549
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,C,A,A,C,A,B,A,A,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,0,-0.316447117,-0.272772607,3.219940331
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,A,C,A,B,A,B,A,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,0,-0.067286869,-0.281157443,0.441440047
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,B,B,C,C,A,C,C,B,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.952003406,-0.151466252,-0.964878688
253,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,B,C,C,B,C,C,A,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.207483877,-0.209407487,0.23487004
254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,A,C,B,B,A,A,C,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.456259254,-0.151466252,0.505940897
255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,B,A,B,C,B,B,B,C,C,Horizontal,Horizontal,Vertical,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,0,-0.185315944,-0.07222487,0.084450327
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,A,A,A,A,A,B,A,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,NA,0.850916468,0.017134313,0.875230205
257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,A,C,C,A,B,B,B,B,A,B,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,NA,-0.891402508,0.108780218,-0.277621029
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,A,A,A,C,A,C,B,A,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.593361004,-0.029367223,-0.229311208
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,B,A,C,B,C,B,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.838996385,0.045022897,-0.448829377
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,C,A,A,C,C,A,A,B,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.937947105,-0.07222487,-0.910051594
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,A,A,B,A,B,C,C,B,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.234570305,-0.117459377,0.658979586
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,B,A,A,B,C,A,B,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.124461737,0.845158933,-0.272038908
263,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,1,0,0,NA,NA,0,NA,A,C,C,C,A,C,C,C,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.847876141,0.845158933,0.186713793
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,A,C,C,B,C,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.07475009,0.744583294,1.575305763
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,A,B,A,A,C,A,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.470172424,0.630655146,0.211779174
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,B,A,C,B,B,B,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.671226138,0.630655146,-0.868854144
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,A,A,A,A,A,B,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.274487744,0.428030433,1.121866429
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,C,C,C,A,C,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.541240006,0.225405284,-0.130871996
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,C,C,A,C,C,A,B,C,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.50993083,-0.053587968,0.689817684
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,A,A,A,B,C,B,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.676018729,1.978309197,-0.604141502
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,C,B,B,B,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.297761803,2.150343037,1.033630253
272,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,NA,0,0,0,0,A,A,C,A,A,B,C,C,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.745595939,2.119795854,1.36869462
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,A,A,B,A,B,C,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.816427243,2.123205468,2.226141832
274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,C,C,B,A,A,A,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.919566226,2.150343037,-0.858985678
275,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,1,0,0,1,NA,A,B,B,C,C,A,C,A,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.854605536,1.925925387,0.047216991
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,B,C,C,A,C,B,B,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-1.086219831,1.87626172,0.147951579
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,A,A,C,B,A,B,C,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.418017348,1.787613199,-0.591869337
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,A,A,A,A,A,A,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.01227538,2.090659545,1.139705631
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,C,A,A,B,A,A,A,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.220870695,2.123205468,2.047215047
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,B,A,C,A,C,C,B,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.853384384,2.198923872,0.554714181
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,B,C,A,A,C,A,C,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.099767224,2.033268,-0.379950312
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,C,C,C,A,B,B,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-0.983913502,1.829467702,-0.244258567
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,B,C,A,C,C,B,B,B,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-1.13282009,1.785695744,-0.626331494
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,A,A,A,A,B,C,A,A,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.46663847,1.787613199,2.280701544
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,A,C,A,A,C,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.241048662,-0.787720199,0.227054248
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,A,C,A,C,C,A,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.42016203,-0.787720199,-0.620255745
287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,B,A,A,A,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.200252609,-0.787720199,-0.713598238
288,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,C,B,B,A,B,A,B,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.349641978,-0.787720199,-0.735649741
289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.161776705,-0.172644761,3.387815313
290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.823270232,-0.117459377,-0.181725377
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,C,A,A,A,A,C,B,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.150961274,-0.889032744,-0.678224239
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,A,A,A,A,A,A,A,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-0.541810256,-0.889032744,-1.014137373
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.283238625,1.443356823,-0.768842175
294,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,0,NA,0,1,0,0,0,A,A,A,C,A,C,A,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.479740569,1.441156322,-0.244613706
295,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,A,A,A,A,A,A,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.576113808,-0.787720199,-0.678440887
296,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,1,0,0,0,0,NA,0,0,NA,0,A,A,A,A,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.088563296,1.449949615,-0.386632128
297,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,C,A,B,A,A,A,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.207336421,1.34903432,0.225326547
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,A,C,A,A,A,B,A,C,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.102907002,1.476132085,-0.792678968
299,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,A,C,A,B,A,A,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.29377801,-0.889032744,-0.343446451
300,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,A,B,A,A,A,A,B,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.570983214,-0.787720199,-0.522334843
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,B,A,B,C,C,A,B,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,0.970498392,-0.889032744,-0.951425928
302,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,NA,0,0,A,A,A,A,C,C,A,C,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.508108135,-0.787720199,2.065479318
303,NA,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0,NA,1,1,1,0,NA,1,0,A,A,A,C,A,C,C,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.736775253,-0.889032744,-0.962421513
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,B,A,B,C,B,B,C,C,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,-1.13282009,1.785695744,-0.626331494
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,C,C,A,A,C,C,B,C,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.125138766,1.978309197,-0.237032388
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,A,A,C,C,A,C,C,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.46663847,1.787613199,2.280701544
