Site,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,BHG1,BHG2,BHG3,BHG4,BHG5,BHG6,BHG7,BHG8,BHG9,BHG10,Rat1,Rat2,Rat3,Rat4,Rat5,Rat6,Rat7,Rat8,Rat9,Rat10,Height1,Height2,Height3,Height4,Height5,Height6,Height7,Height8,Height9,Height10,Orientation1,Orientation2,Orientation3,Orientation4,Orientation5,Orientation6,Orientation7,Orientation8,Orientation9,Orientation10,YCASC,CHM.S,DistRoad.S,Slope.S
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,A,C,A,A,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.381115868,1.787613199,-0.853244499
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A,A,A,B,A,C,A,B,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.676018729,1.978309197,-0.604141502
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C,A,A,C,A,A,B,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.868403974,2.150343037,-0.0745695
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,B,A,B,A,C,A,A,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.922243671,2.008577689,2.096481959
311,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1,1,1,B,A,C,B,C,A,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.816427243,2.123205468,2.226141832
312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,C,B,C,C,B,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.405356,-0.662490943,-0.292420299
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,B,A,A,A,B,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.120835762,0.428030433,0.986269297
314,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,1,1,A,A,A,A,A,B,C,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.468235622,1.667980588,1.914264314
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,C,C,A,A,B,B,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.122721446,-0.298284186,-0.119423918
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,A,C,A,B,B,C,C,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,-0.005627262,-0.889032744,-0.960185099
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,A,A,A,C,B,A,C,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Vertical,0,0.041162701,-0.382470017,0.441385199
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A,A,A,B,C,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.307558795,0.12409271,0.243810209
319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,A,C,B,C,C,A,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.380240047,-0.459199983,0.796688353
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,C,C,A,C,C,A,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,3.042195311,-0.315922445,1.332563723
321,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,1,1,0,0,NA,0,0,A,A,A,A,A,B,C,NA,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,Horizontal,Horizontal,0,0.582354118,-0.078532294,-0.662876492
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,A,C,C,A,B,A,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.107914801,-0.435949288,-0.527092877
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,A,C,A,A,B,B,B,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.116332224,-0.889032744,-0.146370574
324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,A,C,A,A,C,A,B,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,1.289122254,0.187934363,-0.030400677
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,A,A,A,B,A,A,B,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.860314228,0.326717859,-0.583479016
326,NA,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,1,1,1,0,A,B,B,A,A,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.947612327,-0.662490943,-0.568113444
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,B,A,B,C,C,A,A,A,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.460930299,-0.889032744,1.006686339
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,C,A,A,A,A,A,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.982015322,-0.298284186,-0.029311951
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,A,C,C,A,A,A,C,C,B,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.905339533,-0.343448004,-0.268800154
330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,A,A,A,A,A,C,C,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.756385756,-0.483782591,-0.74566081
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A,A,B,A,A,C,C,C,C,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.684163523,0.266108009,-0.296317226
332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,A,A,B,B,A,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.617307436,-0.281157443,2.43737389
333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,A,B,A,C,C,A,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.527419361,-0.151466252,0.920630358
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,C,C,C,A,C,A,A,C,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.298581971,-0.889032744,-0.471769412
335,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,1,0,1,1,0,1,NA,1,0,NA,A,A,C,A,A,A,C,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.334112345,-0.787720199,0.661571138
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,A,A,B,C,A,A,A,C,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.208612098,0.225405284,0.829418696
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,A,C,C,A,A,B,A,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.296765466,-0.686407595,-0.439210468
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,A,A,A,C,C,B,A,A,B,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.078578257,-0.662490943,1.361509577
339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,A,A,A,B,B,B,A,B,C,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.443112239,-0.298284186,0.464064707
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,A,B,A,A,A,A,A,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.41028377,0.428030433,-0.769315236
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,A,C,C,A,A,A,B,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.59378182,-0.179844868,1.521075137
342,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,C,B,C,A,B,A,B,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,1.880068475,0.225405284,-0.823090626
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,A,A,A,A,A,A,C,C,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,1,1.202380773,0.518446176,-0.354259667
344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,B,A,A,A,A,A,A,B,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.142743165,-0.662490943,-0.827259048
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,A,A,A,A,A,C,A,B,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.943019654,-0.787720199,-1.135168886
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,A,A,C,A,C,A,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.050688833,-0.523745187,-0.509819977
347,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,A,C,B,C,C,A,A,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-1.298581971,-0.889032744,-0.7596881
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,A,A,B,C,A,B,C,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.402152608,-0.602477522,-0.562479218
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,A,B,A,A,C,A,B,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.702713659,-0.889032744,-0.873908356
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A,C,A,A,C,A,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.838708374,-0.889032744,-1.015854105
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,A,A,A,C,A,A,A,B,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,3.057803325,-0.459199983,-0.860343158
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,A,C,C,A,B,B,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.163607231,-0.889032744,-0.353026966
353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,A,A,C,A,A,C,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.290789314,-0.787720199,-1.007403452
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,A,A,A,A,A,B,B,C,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.852309166,-0.686407595,-0.679718837
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,A,A,B,A,B,A,B,A,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.196984989,-0.298284186,-0.985693376
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,A,A,A,A,A,B,A,A,A,A,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.946305979,-0.686407595,-1.081010248
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A,A,A,C,A,B,A,A,A,A,Horizontal,Horizontal,Horizontal,Vertical,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,2.885672148,-0.172644761,-1.147105794
358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,A,C,C,B,B,C,C,B,A,C,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,1.132565013,-0.686407595,-0.977903637
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,C,A,C,A,A,A,B,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,0.107309329,-0.568654264,-1.048016774
360,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,A,C,B,C,A,B,A,A,A,B,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,0,-0.118064033,-0.483782591,-1.092206575
361,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.236597594,-0.787720199,-0.788392624
362,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.298581971,-0.889032744,0.0732806
363,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.028712137,-0.787720199,-0.926331751
364,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,A,A,B,A,C,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-0.525758083,-0.889032744,-0.688142067
365,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.298581971,-0.889032744,0.047834028
366,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,B,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.273264727,-0.889032744,-0.176783602
367,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,C,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-0.730248059,-0.787720199,-0.667228654
368,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.142551812,-0.745755162,-0.799055009
369,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,B,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-0.838878246,-0.889032744,0.58892541
370,1,1,1,0,1,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,0.659587661,-0.889032744,2.963541224
371,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.142551812,-0.745755162,-0.799055009
372,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.298581971,-0.889032744,0.0732806
373,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.298581971,-0.889032744,0.047834028
374,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.164144034,-0.787720199,-0.773168284
375,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,C,B,A,C,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-1.273264727,-0.889032744,-0.176783602
376,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-0.838878246,-0.889032744,0.58892541
377,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.028712137,-0.787720199,-0.926331751
378,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,B,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,0.659587661,-0.889032744,2.963541224
379,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.236597594,-0.787720199,-0.788392624
380,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,A,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,NA,-1.028712137,-0.787720199,-0.926331751
381,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,A,A,A,A,B,NA,NA,NA,NA,NA,Horizontal,Horizontal,Horizontal,Horizontal,Horizontal,NA,NA,NA,NA,NA,0,-0.525758083,-0.889032744,-0.688142067
